id,filename,sound_name,category,unity_folder,duration_seconds,requested_duration,loop,prompt,status,notes
111,streak_freeze_used,Streak freeze used,Daily streak,Daily_Streak,1,under 1 seconds,false,"Streak freeze used. Create a streak freeze used sound, gentle frosty sparkle with soft protective chime, cozy puzzle game style, friendly and reassuring, under 1 second.",todo,
112,challenge_sent,Challenge sent,Friend challenge,Friend_Challenge,0.8,under 0.8 seconds,false,"Challenge sent. Create a friend challenge sent sound, playful message whoosh with tiny sparkle and confident finish, cozy mobile puzzle style, under 0.8 seconds.",todo,
113,challenge_received,Challenge received,Friend challenge,Friend_Challenge,0.8,under 0.8 seconds,false,"Challenge received. Create a friend challenge received sound, friendly notification chime with soft pop and warm sparkle, cozy social puzzle game style, under 0.8 seconds.",todo,
114,challenge_countdown,Challenge countdown,Friend challenge,Friend_Challenge,2,under 2 seconds,false,"Challenge countdown. Create a short challenge countdown sound, three soft ticking pulses and a bright start chime, energetic but friendly, cozy puzzle competition style, under 2 seconds.",todo,
115,challenge_time_warning,Challenge time warning,Friend challenge,Friend_Challenge,1,under 1 seconds,false,"Challenge time warning. Create a challenge time warning sound, soft ticking pulse with friendly tension and warm chime, energetic but not stressful, cozy puzzle competition style, under 1 second.",todo,
116,overtake_friend_score,Overtake friend score,Friend challenge,Friend_Challenge,1,under 1 seconds,false,"Overtake friend score. Create a sound for overtaking a friend's score, exciting rising sparkle with quick celebratory pop, friendly competition mobile puzzle style, under 1 second.",todo,
117,challenge_new_record,Challenge new record,Friend challenge,Friend_Challenge,1.2,under 1.2 seconds,false,"Challenge new record. Create a new record sound for a friend challenge, bright warm sparkle burst with triumphant but cute chime, cozy puzzle competition style, under 1.2 seconds.",todo,
118,challenge_win,Challenge win,Friend challenge,Friend_Challenge,2.5,2 to 3 seconds,false,"Challenge win. Create a friend challenge win sound, short triumphant but cute fanfare with warm bells, soft percussion and sparkle, cozy mobile puzzle competition style, 2 to 3 seconds.",todo,
119,challenge_lose,Challenge lose,Friend challenge,Friend_Challenge,2,under 2 seconds,false,"Challenge lose. Create a friend challenge lose sound, gentle supportive descending chime, friendly rematch feeling, not sad or punishing, cozy puzzle style, under 2 seconds.",todo,
120,challenge_draw,Challenge draw,Friend challenge,Friend_Challenge,1,under 1 seconds,false,"Challenge draw. Create a friend challenge draw sound, neutral friendly chime with soft bounce and playful sparkle, cozy puzzle competition style, under 1 second.",todo,
121,rematch_prompt,Rematch prompt,Friend challenge,Friend_Challenge,0.8,under 0.8 seconds,false,"Rematch prompt. Create a rematch prompt sound, playful question-like chime with soft bounce and friendly energy, cozy social puzzle game style, under 0.8 seconds.",todo,
122,leaderboard_open,Leaderboard open,Leaderboard / league,Leaderboard_League,1,under 1 seconds,false,"Leaderboard open. Create a leaderboard opening sound, soft competitive UI reveal with warm sparkle and gentle rank chime, cozy puzzle game style, under 1 second.",todo,
123,leaderboard_row_reveal,Leaderboard row reveal,Leaderboard / league,Leaderboard_League,0.5,under 0.4 seconds,false,"Leaderboard row reveal. Create a leaderboard row reveal sound, small polished UI slide tick with soft sparkle, cozy mobile game style, under 0.4 seconds.",todo,"Original requested under 0.4 seconds; ElevenLabs minimum duration is 0.5s, trim after generation if needed."
124,self_rank_highlight,Self rank highlight,Leaderboard / league,Leaderboard_League,0.7,under 0.7 seconds,false,"Self rank highlight. Create a self rank highlight sound, warm spotlight chime with tiny sparkle and soft pop, cozy social puzzle style, under 0.7 seconds.",todo,
125,league_promotion,League promotion,Leaderboard / league,Leaderboard_League,2.5,under 2.5 seconds,false,"League promotion. Create a league promotion sound, happy triumphant but cute fanfare with warm bells, soft sparkle and premium mobile game feel, under 2.5 seconds.",todo,
126,league_demotion_soft,League demotion soft,Leaderboard / league,Leaderboard_League,1.5,under 1.5 seconds,false,"League demotion soft. Create a soft league demotion sound, gentle downward chime with supportive tone, not punishing, cozy social puzzle style, under 1.5 seconds.",todo,
127,map_open,Map open,Level map,Level_Map,1.2,under 1.2 seconds,false,"Map open. Create a level map opening sound, soft forest whoosh with warm magical reveal and gentle ambience, cozy mobile puzzle game style, under 1.2 seconds.",todo,
128,map_node_unlock,Map node unlock,Level map,Level_Map,0.8,under 0.8 seconds,false,"Map node unlock. Create a level node unlock sound, small magical lock pop with warm sparkle and wooden map click, cozy puzzle map style, under 0.8 seconds.",todo,
129,map_node_select,Map node select,Level map,Level_Map,0.5,under 0.4 seconds,false,"Map node select. Create a level node select sound, soft rounded tap with tiny star sparkle, cozy mobile puzzle map style, under 0.4 seconds.",todo,"Original requested under 0.4 seconds; ElevenLabs minimum duration is 0.5s, trim after generation if needed."
130,map_node_locked,Map node locked,Level map,Level_Map,0.5,under 0.5 seconds,false,"Map node locked. Create a locked map node sound, soft wooden lock tap with muted sparkle, friendly and non-punishing, cozy puzzle map style, under 0.5 seconds.",todo,
131,map_path_progress,Map path progress,Level map,Level_Map,1,under 1 seconds,false,"Map path progress. Create a map path progress sound, soft magical trail moving along a forest path with tiny sparkles, cozy puzzle adventure style, under 1 second.",todo,
132,world_gate_open,World gate open,Level map,Level_Map,1.5,under 1.5 seconds,false,"World gate open. Create a world gate opening sound for a cozy forest puzzle map, magical wooden gate opening with soft sparkle and warm reveal, under 1.5 seconds.",todo,
133,world_complete,World complete,Level map,Level_Map,4,3 to 5 seconds,false,"World complete. Create a world complete celebration sound, short warm magical fanfare with forest bells, soft percussion and sparkles, cozy puzzle adventure style, 3 to 5 seconds.",todo,
134,bear_happy,Bear happy,Companion bear,Companion_Bear,0.7,under 0.7 seconds,false,"Bear happy. Create a cute bear companion happy reaction sound, soft warm non-verbal bear chirp or hum with tiny bounce, cozy forest game style, no words, under 0.7 seconds.",todo,
135,bear_big_cheer,Bear big cheer,Companion bear,Companion_Bear,1.2,under 1.2 seconds,false,"Bear big cheer. Create a cute bear companion big cheer sound, joyful non-verbal bear celebration with soft clap and sparkle, warm and friendly, no words, under 1.2 seconds.",todo,
136,bear_surprised,Bear surprised,Companion bear,Companion_Bear,0.7,under 0.7 seconds,false,"Bear surprised. Create a cute bear surprised reaction sound, short soft non-verbal whoa style animal chirp with tiny sparkle, playful and friendly, no words, under 0.7 seconds.",todo,
137,bear_worried,Bear worried,Companion bear,Companion_Bear,0.8,under 0.8 seconds,false,"Bear worried. Create a cute bear worried reaction sound, gentle concerned non-verbal bear hum, soft and supportive, not stressful, cozy game style, under 0.8 seconds.",todo,
138,bear_hint_point,Bear hint point,Companion bear,Companion_Bear,0.8,under 0.8 seconds,false,"Bear hint point. Create a bear companion hint point sound, soft helpful non-verbal bear chirp with tiny sparkle and gentle pointing cue, cozy puzzle style, no words, under 0.8 seconds.",todo,
139,bear_victory,Bear victory,Companion bear,Companion_Bear,1.5,under 1.5 seconds,false,"Bear victory. Create a bear companion victory sound, joyful cute bear celebration with soft claps, warm bells and tiny sparkles, no spoken words, cozy puzzle game style, under 1.5 seconds.",todo,
140,bear_defeat_encourage,Bear defeat encourage,Companion bear,Companion_Bear,1.2,under 1.2 seconds,false,"Bear defeat encourage. Create a bear companion encouragement sound after losing, soft supportive non-verbal bear hum with warm gentle chime, not sad, no words, under 1.2 seconds.",todo,
141,bear_map_footsteps,Bear map footsteps,Companion bear,Companion_Bear,1,under 1 seconds,true,"Bear map footsteps. Create soft bear footsteps for a cozy level map, tiny padded steps on forest path, warm and subtle, loopable, under 1 second.",todo,
142,bear_opens_chest,Bear opens chest,Companion bear,Companion_Bear,1.5,under 1.5 seconds,false,"Bear opens chest. Create a bear companion opening chest sound, cute effort sound with soft wooden chest creak and sparkle reward, no words, cozy forest puzzle style, under 1.5 seconds.",todo,
143,wardrobe_open,Wardrobe open,Wardrobe / cosmetics,Wardrobe_Cosmetics,1,under 1 seconds,false,"Wardrobe open. Create a wardrobe opening sound for a cozy bear customization screen, soft wooden closet open with magical sparkle, warm and personal, under 1 second.",todo,
144,wardrobe_item_select,Wardrobe item select,Wardrobe / cosmetics,Wardrobe_Cosmetics,0.5,under 0.4 seconds,false,"Wardrobe item select. Create a wardrobe item select sound, soft fabric tap with tiny sparkle and gentle UI click, cozy character customization style, under 0.4 seconds.",todo,"Original requested under 0.4 seconds; ElevenLabs minimum duration is 0.5s, trim after generation if needed."
145,cosmetic_item_equip,Cosmetic item equip,Wardrobe / cosmetics,Wardrobe_Cosmetics,0.6,under 0.6 seconds,false,"Cosmetic item equip. Create a cosmetic item equip sound, soft fabric rustle with tiny sparkle click, cozy character customization style, satisfying but subtle, under 0.6 seconds.",todo,
146,cosmetic_item_unlock,Cosmetic item unlock,Wardrobe / cosmetics,Wardrobe_Cosmetics,1.2,under 1.2 seconds,false,"Cosmetic item unlock. Create a cosmetic unlock sound, magical reveal sparkle with warm chime and soft fabric shimmer, cozy bear wardrobe reward style, under 1.2 seconds.",todo,
147,locked_cosmetic_item,Locked cosmetic item,Wardrobe / cosmetics,Wardrobe_Cosmetics,0.5,under 0.5 seconds,false,"Locked cosmetic item. Create a locked cosmetic item sound, soft friendly lock tap with muted sparkle, non-punishing, cozy UI style, under 0.5 seconds.",todo,
148,bear_village_open,Bear Village open,Bear Village,Bear_Village,1.5,under 1.5 seconds,false,"Bear Village open. Create a bear village opening sound, cozy forest ambience reveal with soft wooden chimes and warm magical sparkle, mobile puzzle meta screen style, under 1.5 seconds.",todo,
149,village_building_select,Village building select,Bear Village,Bear_Village,0.5,under 0.5 seconds,false,"Village building select. Create a village building select sound, soft wooden tap with tiny cozy sparkle, warm forest village style, under 0.5 seconds.",todo,
150,village_building_unlock,Village building unlock,Bear Village,Bear_Village,1.5,under 1.5 seconds,false,"Village building unlock. Create a village building unlock sound, cheerful wooden construction pop with magic sparkle and warm reward chime, cozy forest game style, under 1.5 seconds.",todo,
151,village_building_upgrade,Village building upgrade,Bear Village,Bear_Village,2,under 2 seconds,false,"Village building upgrade. Create a village building upgrade sound, soft construction taps, magical growth sparkle and satisfying completion chime, cozy bear village style, under 2 seconds.",todo,
152,village_decoration_placed,Village decoration placed,Bear Village,Bear_Village,0.6,under 0.6 seconds,false,"Village decoration placed. Create a decoration placed sound, soft object placement click with tiny sparkle and warm cozy tone, bear village customization style, under 0.6 seconds.",todo,
153,shop_open,Shop open,Shop,Shop,1,under 1 seconds,false,"Shop open. Create a cozy mobile game shop opening sound, soft wooden counter bell with gentle sparkle, warm and friendly, not commercial or harsh, under 1 second.",todo,
154,shop_item_select,Shop item select,Shop,Shop,0.5,under 0.5 seconds,false,"Shop item select. Create a shop item select sound, soft polished UI click with warm sparkle and tiny coin texture, cozy mobile game style, under 0.5 seconds.",todo,
155,purchase_success,Purchase success,Shop,Shop,1,under 1 seconds,false,"Purchase success. Create a purchase success sound, warm satisfying chime with soft coin sparkle and confirmation pop, cozy puzzle game style, under 1 second.",todo,
156,purchase_failed,Purchase failed,Shop,Shop,0.6,under 0.6 seconds,false,"Purchase failed. Create a purchase failed sound, soft muted coin tap with gentle low boop, friendly and non-punishing, cozy mobile game style, under 0.6 seconds.",todo,
157,booster_added,Booster added,Shop,Shop,0.7,under 0.7 seconds,false,"Booster added. Create a booster added sound, small magical item pop with warm sparkle and satisfying inventory click, cozy puzzle shop style, under 0.7 seconds.",todo,
158,honey_harvest_open,Honey Harvest open,Honey Harvest event,Honey_Harvest_Event,1.5,under 1.5 seconds,false,"Honey Harvest open. Create a Honey Harvest event opening sound, cozy honey festival feel with soft bee buzz, warm golden sparkle, light forest bells, no vocals, under 1.5 seconds.",todo,
159,honey_token_collect,Honey token collect,Honey Harvest event,Honey_Harvest_Event,0.6,under 0.6 seconds,false,"Honey token collect. Create a honey token collect sound, sticky golden honey sparkle with soft coin chime, cozy bee forest puzzle event style, under 0.6 seconds.",todo,
160,honey_progress_fill,Honey progress fill,Honey Harvest event,Honey_Harvest_Event,0.8,under 0.8 seconds,false,"Honey progress fill. Create a honey event progress fill sound, sticky golden liquid filling a bar with soft sparkle and warm chime, cozy puzzle event style, under 0.8 seconds.",todo,
161,honey_milestone_reached,Honey milestone reached,Honey Harvest event,Honey_Harvest_Event,1.5,under 1.5 seconds,false,"Honey milestone reached. Create an event milestone reached sound, warm honey sparkle burst with cheerful soft bells and friendly bee flutter, cozy mobile puzzle style, under 1.5 seconds.",todo,
162,honey_event_complete,Honey event complete,Honey Harvest event,Honey_Harvest_Event,4,3 to 5 seconds,false,"Honey event complete. Create a Honey Harvest event complete fanfare, warm golden celebration with soft bells, tiny bee flutter, cozy forest magic and rewarding finish, no vocals, 3 to 5 seconds.",todo,
163,tutorial_hand_point,Tutorial hand point,Tutorial,Tutorial,0.5,under 0.4 seconds,false,"Tutorial hand point. Create a soft tutorial pointer sound, tiny friendly tap with sparkle, clear but gentle, cozy mobile puzzle game style, under 0.4 seconds.",todo,"Original requested under 0.4 seconds; ElevenLabs minimum duration is 0.5s, trim after generation if needed."
164,tutorial_swipe_hint,Tutorial swipe hint,Tutorial,Tutorial,0.6,under 0.6 seconds,false,"Tutorial swipe hint. Create a tutorial swipe hint sound, soft left-to-right whoosh with gentle sparkle trail, friendly mobile puzzle style, under 0.6 seconds.",todo,
165,tutorial_step_complete,Tutorial step complete,Tutorial,Tutorial,0.7,under 0.7 seconds,false,"Tutorial step complete. Create a tutorial step complete sound, small positive chime with soft sparkle, encouraging and cozy, under 0.7 seconds.",todo,
166,tutorial_character_prompt,Tutorial character prompt,Tutorial,Tutorial,0.8,under 0.8 seconds,false,"Tutorial character prompt. Create a tutorial character prompt sound, soft bear-like non-verbal cue with gentle sparkle and warm helpful tone, no words, cozy puzzle style, under 0.8 seconds.",todo,
167,soft_notification,Soft notification,Notifications,Notifications,0.8,under 0.8 seconds,false,"Soft notification. Create a soft notification sound, warm gentle chime with tiny sparkle, cozy mobile puzzle game style, pleasant and not intrusive, under 0.8 seconds.",todo,
168,reward_ready_notification,Reward ready notification,Notifications,Notifications,0.8,under 0.8 seconds,false,"Reward ready notification. Create a soft reward ready notification sound, warm gentle chime with tiny sparkle and satisfying positive finish, cozy mobile puzzle game style, under 0.8 seconds.",todo,
169,challenge_received_notification,Challenge received notification,Notifications,Notifications,0.8,under 0.8 seconds,false,"Challenge received notification. Create a challenge received notification sound, friendly social chime with soft pop and warm sparkle, cozy puzzle game style, under 0.8 seconds.",todo,
170,event_started_notification,Event started notification,Notifications,Notifications,1,under 1 seconds,false,"Event started notification. Create an event started notification sound, cheerful soft forest bell with golden sparkle and tiny bee flutter, cozy puzzle game style, under 1 second.",todo,
171,connection_lost,Connection lost,Notifications,Notifications,0.8,under 0.8 seconds,false,"Connection lost. Create a soft connection lost sound, gentle muted descending tone with friendly UI boop, non-alarming, cozy mobile game style, under 0.8 seconds.",todo,
172,connection_restored,Connection restored,Notifications,Notifications,0.8,under 0.8 seconds,false,"Connection restored. Create a connection restored sound, soft upward chime with tiny sparkle and confirmation pop, cozy mobile game style, under 0.8 seconds.",todo,
173,forest_day_ambience,Forest day ambience,Ambience loops,Ambience_Loops,30,60 seconds,true,"Forest day ambience. Create a seamless cozy forest day ambience loop for a mobile puzzle game, soft birds, gentle leaves, warm air, subtle distant nature, relaxing and not distracting, no melody, 60 seconds.",todo,"Original requested 60 seconds; ElevenLabs max duration is 30s, generate 2 variants or loop/extend in DAW if 60s is needed."
174,forest_evening_ambience,Forest evening ambience,Ambience loops,Ambience_Loops,30,60 seconds,true,"Forest evening ambience. Create a seamless cozy forest evening ambience loop for a mobile puzzle game, gentle crickets, soft leaves, distant birds, warm calm atmosphere, relaxing and not distracting, no melody, 60 seconds.",todo,"Original requested 60 seconds; ElevenLabs max duration is 30s, generate 2 variants or loop/extend in DAW if 60s is needed."
175,magic_clearing_ambience,Magic clearing ambience,Ambience loops,Ambience_Loops,30,60 seconds,true,"Magic clearing ambience. Create a seamless magical forest clearing ambience loop, gentle wind, soft sparkles, distant chimes, subtle nature sounds, cozy premium puzzle game atmosphere, no melody, 60 seconds.",todo,"Original requested 60 seconds; ElevenLabs max duration is 30s, generate 2 variants or loop/extend in DAW if 60s is needed."
176,honey_hills_ambience,Honey hills ambience,Ambience loops,Ambience_Loops,30,60 seconds,true,"Honey hills ambience. Create a seamless honey forest ambience loop, gentle bees far away, warm summer air, soft leaves, cozy and not annoying, no melody, 60 seconds.",todo,"Original requested 60 seconds; ElevenLabs max duration is 30s, generate 2 variants or loop/extend in DAW if 60s is needed."
177,bear_village_ambience,Bear Village ambience,Ambience loops,Ambience_Loops,30,60 seconds,true,"Bear Village ambience. Create a seamless cozy bear village ambience loop, soft forest, distant tiny wooden activity, gentle birds, warm safe atmosphere, no melody, 60 seconds.",todo,"Original requested 60 seconds; ElevenLabs max duration is 30s, generate 2 variants or loop/extend in DAW if 60s is needed."
