"audio_id","file_name","source_path","target_path","category","status","notes"
"audio_0121","22. Short Coin Collect Sound For A Cozy Magical Forest Mobile Puzzle Game. So.mp3","BUX2\sound\unsorted\22. Short Coin Collect Sound For A Cozy Magical Forest Mobile Puzzle Game. So.mp3","Assets\BUX\Audio\SFX\Rewards\22. Short Coin Collect Sound For A Cozy Magical Forest Mobile Puzzle Game. So.mp3","Audio/SFX/Rewards","copied","Matched reward keyword"
"audio_0076","22_coin_collect.mp3","BUX2\sound\renamed_suno_sounds\22_coin_collect.mp3","Assets\BUX\Audio\SFX\Rewards\22_coin_collect.mp3","Audio/SFX/Rewards","copied","Matched reward keyword"
"audio_0122","23. Short Star Appear Sound For A Cozy Magical Forest Puzzle Game. Gentle Mag.mp3","BUX2\sound\unsorted\23. Short Star Appear Sound For A Cozy Magical Forest Puzzle Game. Gentle Mag.mp3","Assets\BUX\Audio\SFX\Rewards\23. Short Star Appear Sound For A Cozy Magical Forest Puzzle Game. Gentle Mag.mp3","Audio/SFX/Rewards","copied","Matched reward keyword"
"audio_0077","23_star_appear.mp3","BUX2\sound\renamed_suno_sounds\23_star_appear.mp3","Assets\BUX\Audio\SFX\Rewards\23_star_appear.mp3","Audio/SFX/Rewards","copied","Matched reward keyword"
"audio_0020","Rare Chest Open. Create A Rare Reward Chest Opening Sound, Richer Wooden Ches.mp3","BUX2\sound\Rare Chest Open. Create A Rare Reward Chest Opening Sound, Richer Wooden Ches.mp3","Assets\BUX\Audio\SFX\Rewards\Rare Chest Open. Create A Rare Reward Chest Opening Sound, Richer Wooden Ches.mp3","Audio/SFX/Rewards","copied","Matched reward keyword"
"audio_0119","20. Short Special Tile Created Sound For A Match-4 In A Cozy Magical Forest P.mp3","BUX2\sound\unsorted\20. Short Special Tile Created Sound For A Match-4 In A Cozy Magical Forest P.mp3","Assets\BUX\Audio\SFX\Specials\20. Short Special Tile Created Sound For A Match-4 In A Cozy Magical Forest P.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0074","20_match_4_special_created.mp3","BUX2\sound\renamed_suno_sounds\20_match_4_special_created.mp3","Assets\BUX\Audio\SFX\Specials\20_match_4_special_created.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0120","21. Short Rare Special Tile Created Sound For A Match-5 In A Cozy Magical For.mp3","BUX2\sound\unsorted\21. Short Rare Special Tile Created Sound For A Match-5 In A Cozy Magical For.mp3","Assets\BUX\Audio\SFX\Specials\21. Short Rare Special Tile Created Sound For A Match-5 In A Cozy Magical For.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0075","21_match_5_special_created.mp3","BUX2\sound\renamed_suno_sounds\21_match_5_special_created.mp3","Assets\BUX\Audio\SFX\Specials\21_match_5_special_created.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0089","Berry Bomb Charge. Create A Berry Bomb Charge Sound For A Cozy Match-3 Game,.mp3","BUX2\sound\specials\Berry Bomb Charge. Create A Berry Bomb Charge Sound For A Cozy Match-3 Game,.mp3","Assets\BUX\Audio\SFX\Specials\Berry Bomb Charge. Create A Berry Bomb Charge Sound For A Cozy Match-3 Game,.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0090","Berry Bomb Explosion. Create A Berry Bomb Explosion Sound, Juicy Fruit Burst.mp3","BUX2\sound\specials\Berry Bomb Explosion. Create A Berry Bomb Explosion Sound, Juicy Fruit Burst.mp3","Assets\BUX\Audio\SFX\Specials\Berry Bomb Explosion. Create A Berry Bomb Explosion Sound, Juicy Fruit Burst.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0091","Rainbow Flower Bloom. Create A Rainbow Flower Activation Sound, Large Magical.mp3","BUX2\sound\specials\Rainbow Flower Bloom. Create A Rainbow Flower Activation Sound, Large Magical.mp3","Assets\BUX\Audio\SFX\Specials\Rainbow Flower Bloom. Create A Rainbow Flower Activation Sound, Large Magical.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0092","Rainbow Flower Cleanse Hit. Create A Rainbow Flower Cleanse Hit Sound, Warm M.mp3","BUX2\sound\specials\Rainbow Flower Cleanse Hit. Create A Rainbow Flower Cleanse Hit Sound, Warm M.mp3","Assets\BUX\Audio\SFX\Specials\Rainbow Flower Cleanse Hit. Create A Rainbow Flower Cleanse Hit Sound, Warm M.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0093","Rainbow Orb Charge. Create A Rainbow Orb Charge Sound, Premium Magical Rising.mp3","BUX2\sound\specials\Rainbow Orb Charge. Create A Rainbow Orb Charge Sound, Premium Magical Rising.mp3","Assets\BUX\Audio\SFX\Specials\Rainbow Orb Charge. Create A Rainbow Orb Charge Sound, Premium Magical Rising.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0094","Rainbow Orb Clear. Create A Rainbow Full Color Clear Sound For A Cozy Match-3.mp3","BUX2\sound\specials\Rainbow Orb Clear. Create A Rainbow Full Color Clear Sound For A Cozy Match-3.mp3","Assets\BUX\Audio\SFX\Specials\Rainbow Orb Clear. Create A Rainbow Full Color Clear Sound For A Cozy Match-3.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0095","Rocket Charge. Create A Striped Berry Rocket Charge Sound, Playful Tiny Rocke.mp3","BUX2\sound\specials\Rocket Charge. Create A Striped Berry Rocket Charge Sound, Playful Tiny Rocke.mp3","Assets\BUX\Audio\SFX\Specials\Rocket Charge. Create A Striped Berry Rocket Charge Sound, Playful Tiny Rocke.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0096","Rocket Fire Horizontal. Create A Horizontal Rocket Fire Sound For A Cozy Matc.mp3","BUX2\sound\specials\Rocket Fire Horizontal. Create A Horizontal Rocket Fire Sound For A Cozy Matc.mp3","Assets\BUX\Audio\SFX\Specials\Rocket Fire Horizontal. Create A Horizontal Rocket Fire Sound For A Cozy Matc.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0097","Rocket Fire Vertical. Create A Vertical Rocket Fire Sound For A Cozy Match-3.mp3","BUX2\sound\specials\Rocket Fire Vertical. Create A Vertical Rocket Fire Sound For A Cozy Match-3.mp3","Assets\BUX\Audio\SFX\Specials\Rocket Fire Vertical. Create A Vertical Rocket Fire Sound For A Cozy Match-3.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0098","Super Berry Activate. Create A Super Berry Activation Sound, Powerful Juicy B.mp3","BUX2\sound\specials\Super Berry Activate. Create A Super Berry Activation Sound, Powerful Juicy B.mp3","Assets\BUX\Audio\SFX\Specials\Super Berry Activate. Create A Super Berry Activation Sound, Powerful Juicy B.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0099","Super Berry Cross Beam. Create A Super Berry Cross Beam Sound, Bright Juicy E.mp3","BUX2\sound\specials\Super Berry Cross Beam. Create A Super Berry Cross Beam Sound, Bright Juicy E.mp3","Assets\BUX\Audio\SFX\Specials\Super Berry Cross Beam. Create A Super Berry Cross Beam Sound, Bright Juicy E.mp3","Audio/SFX/Specials","copied","Matched special keyword"
"audio_0001","Acorn Collect. Create A Short Acorn Collect Sound, Small Acorn Dropping Into.mp3","BUX2\sound\Acorn Collect. Create A Short Acorn Collect Sound, Small Acorn Dropping Into.mp3","Assets\BUX\Audio\SFX\Tiles\Acorn Collect. Create A Short Acorn Collect Sound, Small Acorn Dropping Into.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0002","Acorn Match. Create A Short Acorn Match Sound, Small Wooden Nut Crack And Sof.mp3","BUX2\sound\Acorn Match. Create A Short Acorn Match Sound, Small Wooden Nut Crack And Sof.mp3","Assets\BUX\Audio\SFX\Tiles\Acorn Match. Create A Short Acorn Match Sound, Small Wooden Nut Crack And Sof.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0003","Blueberry Cascade Bonus. Create A Short Blueberry Cascade Bonus Sound, Bouncy.mp3","BUX2\sound\Blueberry Cascade Bonus. Create A Short Blueberry Cascade Bonus Sound, Bouncy.mp3","Assets\BUX\Audio\SFX\Tiles\Blueberry Cascade Bonus. Create A Short Blueberry Cascade Bonus Sound, Bouncy.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0004","Blueberry Match. Create A Short Blueberry Match Sound, Round Bouncy Berry Pop.mp3","BUX2\sound\Blueberry Match. Create A Short Blueberry Match Sound, Round Bouncy Berry Pop.mp3","Assets\BUX\Audio\SFX\Tiles\Blueberry Match. Create A Short Blueberry Match Sound, Round Bouncy Berry Pop.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0011","Green Leaf Match. Create A Short Green Leaf Match Sound For A Cozy Magical Fo.mp3","BUX2\sound\Green Leaf Match. Create A Short Green Leaf Match Sound For A Cozy Magical Fo.mp3","Assets\BUX\Audio\SFX\Tiles\Green Leaf Match. Create A Short Green Leaf Match Sound For A Cozy Magical Fo.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0012","Green Leaf Wind Swirl. Create A Short Leaf Wind Swirl Sound, Gentle Spinning.mp3","BUX2\sound\Green Leaf Wind Swirl. Create A Short Leaf Wind Swirl Sound, Gentle Spinning.mp3","Assets\BUX\Audio\SFX\Tiles\Green Leaf Wind Swirl. Create A Short Leaf Wind Swirl Sound, Gentle Spinning.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0014","Mushroom Match. Create A Short Mushroom Match Sound For A Cozy Forest Puzzle.mp3","BUX2\sound\Mushroom Match. Create A Short Mushroom Match Sound For A Cozy Forest Puzzle.mp3","Assets\BUX\Audio\SFX\Tiles\Mushroom Match. Create A Short Mushroom Match Sound For A Cozy Forest Puzzle.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0015","Mushroom Spore Puff. Create A Short Mushroom Spore Puff Sound, Soft Airy Puff.mp3","BUX2\sound\Mushroom Spore Puff. Create A Short Mushroom Spore Puff Sound, Soft Airy Puff.mp3","Assets\BUX\Audio\SFX\Tiles\Mushroom Spore Puff. Create A Short Mushroom Spore Puff Sound, Soft Airy Puff.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0016","Pink Flower Cleanse. Create A Short Flower Cleanse Sound, Soft Pollen Sparkle.mp3","BUX2\sound\Pink Flower Cleanse. Create A Short Flower Cleanse Sound, Soft Pollen Sparkle.mp3","Assets\BUX\Audio\SFX\Tiles\Pink Flower Cleanse. Create A Short Flower Cleanse Sound, Soft Pollen Sparkle.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0017","Pink Flower Match. Create A Short Pink Flower Match Sound, Soft Bloom Opening.mp3","BUX2\sound\Pink Flower Match. Create A Short Pink Flower Match Sound, Soft Bloom Opening.mp3","Assets\BUX\Audio\SFX\Tiles\Pink Flower Match. Create A Short Pink Flower Match Sound, Soft Bloom Opening.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0021","Red Berry Collect. Create A Short Red Berry Collect Sound For A Cozy Puzzle G.mp3","BUX2\sound\Red Berry Collect. Create A Short Red Berry Collect Sound For A Cozy Puzzle G.mp3","Assets\BUX\Audio\SFX\Tiles\Red Berry Collect. Create A Short Red Berry Collect Sound For A Cozy Puzzle G.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0022","Red Berry Match. Create A Short Red Berry Match Sound For A Cozy Match-3 Game.mp3","BUX2\sound\Red Berry Match. Create A Short Red Berry Match Sound For A Cozy Match-3 Game.mp3","Assets\BUX\Audio\SFX\Tiles\Red Berry Match. Create A Short Red Berry Match Sound For A Cozy Match-3 Game.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0030","White Daisy Cleanse. Create A Short White Daisy Cleanse Sound, Pure Soft Chim.mp3","BUX2\sound\White Daisy Cleanse. Create A Short White Daisy Cleanse Sound, Pure Soft Chim.mp3","Assets\BUX\Audio\SFX\Tiles\White Daisy Cleanse. Create A Short White Daisy Cleanse Sound, Pure Soft Chim.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0031","White Daisy Match. Create A Short White Daisy Match Sound, Clean Gentle Spark.mp3","BUX2\sound\White Daisy Match. Create A Short White Daisy Match Sound, Clean Gentle Spark.mp3","Assets\BUX\Audio\SFX\Tiles\White Daisy Match. Create A Short White Daisy Match Sound, Clean Gentle Spark.mp3","Audio/SFX/Tiles","copied","Matched tile keyword"
"audio_0069","15_level_win.mp3","BUX2\sound\renamed_suno_sounds\15_level_win.mp3","Assets\BUX\Audio\SFX\UI\15_level_win.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0115","16. Short Gentle Level Failed Stinger For A Cozy Magical Forest Match-3 Game.mp3","BUX2\sound\unsorted\16. Short Gentle Level Failed Stinger For A Cozy Magical Forest Match-3 Game.mp3","Assets\BUX\Audio\SFX\UI\16. Short Gentle Level Failed Stinger For A Cozy Magical Forest Match-3 Game.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0070","16_level_failed.mp3","BUX2\sound\renamed_suno_sounds\16_level_failed.mp3","Assets\BUX\Audio\SFX\UI\16_level_failed.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0118","19. Short Low Moves Warning Sound For A Cozy Magical Forest Match-3 Game. Gen.mp3","BUX2\sound\unsorted\19. Short Low Moves Warning Sound For A Cozy Magical Forest Match-3 Game. Gen.mp3","Assets\BUX\Audio\SFX\UI\19. Short Low Moves Warning Sound For A Cozy Magical Forest Match-3 Game. Gen.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0073","19_low_moves_warning.mp3","BUX2\sound\renamed_suno_sounds\19_low_moves_warning.mp3","Assets\BUX\Audio\SFX\UI\19_low_moves_warning.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0007","Button Tap. Create A Very Short Mobile Game Ui Button Tap Sound, Cozy Magical.mp3","BUX2\sound\Button Tap. Create A Very Short Mobile Game Ui Button Tap Sound, Cozy Magical.mp3","Assets\BUX\Audio\SFX\UI\Button Tap. Create A Very Short Mobile Game Ui Button Tap Sound, Cozy Magical.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0008","Cancel. Create A Short Cancel Sound For A Cozy Forest Puzzle Game, Soft Downw.mp3","BUX2\sound\Cancel. Create A Short Cancel Sound For A Cozy Forest Puzzle Game, Soft Downw.mp3","Assets\BUX\Audio\SFX\UI\Cancel. Create A Short Cancel Sound For A Cozy Forest Puzzle Game, Soft Downw.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0009","Confirmation. Create A Short Positive Confirmation Sound For A Cozy Mobile Pu.mp3","BUX2\sound\Confirmation. Create A Short Positive Confirmation Sound For A Cozy Mobile Pu.mp3","Assets\BUX\Audio\SFX\UI\Confirmation. Create A Short Positive Confirmation Sound For A Cozy Mobile Pu.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0010","Disabled Button. Create A Short Disabled Button Sound For A Cozy Forest Puzzl.mp3","BUX2\sound\Disabled Button. Create A Short Disabled Button Sound For A Cozy Forest Puzzl.mp3","Assets\BUX\Audio\SFX\UI\Disabled Button. Create A Short Disabled Button Sound For A Cozy Forest Puzzl.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0018","Popup Close. Create A Short Popup Close Sound, Soft Reverse Whoosh With Tiny.mp3","BUX2\sound\Popup Close. Create A Short Popup Close Sound, Soft Reverse Whoosh With Tiny.mp3","Assets\BUX\Audio\SFX\UI\Popup Close. Create A Short Popup Close Sound, Soft Reverse Whoosh With Tiny.mp3","Audio/SFX/UI","copied","Matched UI keyword"
"audio_0019","Popup Open. Create A Short Popup Opening Sound For A Cozy Magical Forest Mobi.mp3","BUX2\sound\Popup Open. Create A Short Popup Opening Sound For A Cozy Magical Forest Mobi.mp3","Assets\BUX\Audio\SFX\UI\Popup Open. Create A Short Popup Opening Sound For A Cozy Magical Forest Mobi.mp3","Audio/SFX/UI","copied","Matched UI keyword"
